sleep_hours,steps,calories,water_intake_ml,stress_level,heart_rate_bpm,health_score,sleep_score,step_score,calorie_score,water_score,stress_score,hr_score,active_sleep_score,recovery_score,hydration_ratio,cardio_index,lifestyle_score,cal_per_1k_steps,sleep_per_stress,water_per_cal,sleep_hours_sq,stress_level_sq,steps_log,sleep_category,activity_category,stress_category
4.47,8284,2221,2479,2,65.7,74.13,47.05,82.84,88.95,82.63333333333334,88.88888888888889,93.33999999999999,38.97622,41.822222222222216,1116.1638901395768,77.32285599999999,80.61703703703702,268.1071945919845,2.235,1.1161638901395767,19.9809,4,9.022201929860664,0.0,3.0,0.0
4.83,10354,1294,2810,10,66.1,61.33,52.45,100.0,64.7,93.66666666666667,0.0,92.62,52.45,0.0,2171.5610510046367,92.62,67.23944444444444,124.97585474212866,0.483,2.1715610510046366,23.3289,100,9.245224773829685,0.0,4.0,2.0
5.02,10612,2220,2795,3,63.8,81.79,55.3,100.0,89.0,93.16666666666666,77.77777777777779,96.76,55.3,43.01111111111111,1259.0090090090089,96.76,85.33407407407408,209.19713531850735,1.6733333333333331,1.259009009009009,25.200399999999995,9,9.269834943761822,1.0,4.0,0.0
5.5,5586,2327,1694,4,63.1,64.49,62.5,55.86,83.65,56.46666666666667,66.66666666666666,98.02,34.9125,41.66666666666666,727.9759346798453,54.753972,70.52722222222222,416.5771571786609,1.375,0.7279759346798453,30.25,16,8.628197749459149,1.0,2.0,1.0
7.6,2576,2175,2799,1,68.7,79.38,94.0,25.759999999999998,91.25,93.30000000000001,100.0,87.94,24.214399999999998,94.0,1286.8965517241381,22.653343999999997,82.04166666666667,844.3322981366459,7.6,1.286896551724138,57.76,1,7.854381210652365,3.0,1.0,0.0
5.64,12630,1912,2174,10,68.6,63.08,64.6,100.0,95.6,72.46666666666667,0.0,88.12,64.6,0.0,1137.0292887029289,88.12,70.13111111111111,151.38558986539982,0.564,1.137029288702929,31.809599999999996,100,9.443909388773974,1.0,4.0,2.0
6.43,8770,2226,2005,4,94.5,67.35,76.44999999999999,87.7,88.7,66.83333333333333,66.66666666666666,41.5,67.04664999999999,50.966666666666654,900.7187780772687,36.3955,71.30833333333332,253.8198403648803,1.6075,0.9007187780772686,41.344899999999996,16,9.079206103951382,2.0,3.0,1.0
8.95,2857,2068,1775,2,67.3,77.39,85.75000000000001,28.57,96.6,59.166666666666664,88.88888888888889,90.46000000000001,24.498775000000006,76.22222222222223,858.3172147001934,25.844422000000005,74.90592592592594,723.8361918095904,4.475,0.8583172147001934,80.10249999999999,4,7.957877358489813,3.0,1.0,0.0
6.47,5859,1689,1864,5,76.1,69.04,77.05,58.589999999999996,84.45,62.133333333333326,55.55555555555556,74.62,45.143595,42.80555555555556,1103.6116044997038,43.719858,68.73314814814815,288.27444956477217,1.294,1.103611604499704,41.860899999999994,25,8.675904882571059,2.0,2.0,1.0
8.11,10316,2740,3245,2,65.1,87.22,98.35000000000001,100.0,63.0,100.0,88.88888888888889,94.42000000000002,98.35,87.42222222222223,1184.3065693430656,94.42000000000002,90.77648148148148,265.6068243505234,4.055,1.1843065693430657,65.7721,4,9.241548299100376,3.0,4.0,0.0
5.6,7161,1859,2384,8,64.9,61.53,63.99999999999999,71.61,92.95,79.46666666666667,22.22222222222222,94.77999999999999,45.83039999999999,14.22222222222222,1282.4098977945132,67.87195799999999,70.83814814814814,259.60061443932415,0.7,1.282409897794513,31.359999999999996,64,8.876544550558378,1.0,2.0,2.0
6.69,6464,2310,2305,1,51.5,80.31,80.35000000000001,64.64,84.5,76.83333333333333,100.0,81.1,51.93824000000001,80.35000000000001,997.8354978354978,52.42304,81.23722222222221,357.3638613861386,6.69,0.9978354978354979,44.7561,1,8.774158291205957,2.0,2.0,0.0
5.57,12203,1033,2043,5,53.1,64.25,63.550000000000004,100.0,51.65,68.10000000000001,55.55555555555556,83.98,63.55,35.305555555555564,1977.7347531461764,83.98,70.47259259259259,84.65131525034828,1.114,1.9777347531461762,31.024900000000002,25,9.40951904583656,1.0,4.0,1.0
6.49,4858,2511,3668,4,57.5,68.33,77.35,48.58,74.45,100.0,66.66666666666666,91.9,37.576629999999994,51.56666666666665,1460.7726005575466,44.64502,76.4911111111111,516.8793742280774,1.6225,1.4607726005575468,42.1201,16,8.488587934405903,2.0,1.0,1.0
8.26,5606,2588,2983,1,74.2,81.51,96.10000000000001,56.06,70.6,99.43333333333332,100.0,78.03999999999999,53.87366000000001,96.1,1152.627511591963,43.749224,83.37222222222222,461.64823403496257,8.26,1.1526275115919629,68.2276,1,8.631771096123673,3.0,2.0,0.0
4.41,8634,2012,1767,1,84.9,71.0,46.150000000000006,86.33999999999999,99.4,58.9,100.0,58.77999999999999,39.845909999999996,46.150000000000006,878.2306163021868,50.75065199999998,74.92833333333333,233.03219828584665,4.41,0.8782306163021869,19.4481,1,9.06357899058078,0.0,3.0,0.0
7.65,9171,2224,2036,6,50.6,70.01,94.75,91.71000000000001,88.8,67.86666666666666,44.44444444444444,79.48,86.89522500000001,42.111111111111114,915.4676258992805,72.89110800000002,77.84185185185186,242.50354377930435,1.2750000000000001,0.9154676258992805,58.52250000000001,36,9.123910643977796,3.0,3.0,1.0
7.36,9489,2223,2071,4,65.4,78.95,90.4,94.89,88.85,69.03333333333333,66.66666666666666,93.88,85.78056000000001,60.26666666666666,931.6239316239316,89.082732,83.95333333333332,234.2712614606386,1.84,0.9316239316239316,54.1696,16,9.157993891603974,3.0,3.0,1.0
6.11,10734,1743,2288,2,55.6,81.19,71.65,100.0,87.15,76.26666666666667,88.88888888888889,88.48,71.65,63.6888888888889,1312.679288582903,88.48,85.40592592592593,162.38121855785354,3.055,1.312679288582903,37.332100000000004,4,9.28126471031288,2.0,4.0,0.0
4.83,8596,2219,1779,2,68.8,72.26,52.45,85.96000000000001,89.05,59.3,88.88888888888889,87.76,45.086020000000005,46.62222222222223,801.7124831004958,75.43849600000001,77.23481481481481,258.14332247557,2.415,0.8017124831004957,23.3289,4,9.059168584174444,0.0,3.0,0.0
7.11,9468,1677,2463,9,84.9,71.38,86.65,94.67999999999999,83.85,82.1,11.11111111111111,58.77999999999999,82.04021999999999,9.627777777777778,1468.6940966010734,55.65290399999998,69.52851851851851,177.1229404309252,0.79,1.4686940966010733,50.5521,81,9.1557785839835,3.0,3.0,2.0
6.21,7222,1756,3071,8,66.6,73.65,73.15,72.22,87.8,100.0,22.22222222222222,91.72000000000001,52.82893,16.255555555555556,1748.8610478359908,66.24018400000001,74.51870370370371,243.14594295209082,0.77625,1.748861047835991,38.564099999999996,64,8.885025658050846,2.0,2.0,2.0
7.35,8188,2451,1412,7,71.4,70.57,90.25,81.88,77.45,47.06666666666667,33.33333333333333,83.07999999999998,73.8967,30.08333333333333,576.0913912688699,68.02590399999998,68.84333333333332,299.34049829018073,1.05,0.5760913912688699,54.022499999999994,49,9.010547069270189,3.0,3.0,2.0
7.03,8323,2390,1523,9,89.5,62.2,85.45,83.23,80.5,50.76666666666667,11.11111111111111,50.5,71.120035,9.494444444444445,637.2384937238494,42.03115,60.25962962962962,287.15607353117866,0.7811111111111111,0.6372384937238493,49.4209,81,9.026898187513526,3.0,3.0,2.0
9.4,8645,1717,1910,1,77.5,87.4,79.0,86.45,85.85,63.66666666666667,100.0,72.1,68.2955,79.0,1112.405358182877,62.33045,81.17777777777776,198.6119144013881,9.4,1.112405358182877,88.36000000000001,1,9.064852065227576,2.0,3.0,0.0
6.64,10318,1707,1938,7,62.9,69.65,79.6,100.0,85.35,64.60000000000001,33.33333333333333,98.38,79.6,26.533333333333324,1135.3251318101932,98.38,76.87722222222222,165.43903857336693,0.9485714285714285,1.1353251318101933,44.0896,49,9.241742135115715,2.0,4.0,2.0
5.46,9665,1742,3399,8,73.9,69.15,61.9,96.65,87.1,100.0,22.22222222222222,78.57999999999998,59.826350000000005,13.755555555555555,1951.2055109070034,75.94756999999998,74.4087037037037,180.237972064149,0.6825,1.9512055109070034,29.8116,64,9.17636985240503,1.0,3.0,2.0
7.27,8133,2293,2801,3,62.1,84.04,89.05,81.33,85.35,93.36666666666666,77.77777777777779,99.82,72.424365,69.26111111111112,1221.5438290449192,81.183606,87.78240740740739,281.9377843354236,2.4233333333333333,1.2215438290449194,52.85289999999999,9,9.00380808646717,3.0,3.0,0.0
7.33,5573,1600,2767,6,77.0,71.51,89.95,55.730000000000004,80.0,92.23333333333333,44.44444444444444,73.0,50.129135000000005,39.97777777777778,1729.375,40.682900000000004,72.55962962962964,287.0985106764758,1.2216666666666667,1.729375,53.7289,36,8.625868208041894,3.0,2.0,1.0
9.04,8203,2143,2041,8,78.2,76.43,84.4,82.03,92.85,68.03333333333333,22.22222222222222,70.83999999999999,69.23332,18.755555555555556,952.403173121792,58.110051999999996,70.06259259259258,261.2458856515909,1.13,0.9524031731217919,81.72159999999998,64,9.012377119192271,2.0,3.0,2.0
8.25,7916,2299,2028,7,55.6,72.22,96.25,79.16,85.05,67.60000000000001,33.33333333333333,88.48,76.19149999999999,32.08333333333333,882.1226620269683,70.040768,74.97888888888889,290.42445679636177,1.1785714285714286,0.8821226620269682,68.0625,49,8.976767625171433,3.0,3.0,2.0
7.54,8580,1965,1329,3,74.1,80.16,93.1,85.8,98.25,44.3,77.77777777777779,78.22000000000001,79.87979999999999,72.41111111111111,676.3358778625953,67.11276000000001,79.57462962962963,229.020979020979,2.513333333333333,0.6763358778625954,56.8516,9,9.057305735807121,3.0,3.0,0.0
9.19,14620,2404,2669,7,70.6,86.26,82.15,100.0,79.8,88.96666666666667,33.33333333333333,84.52000000000001,82.15,27.38333333333333,1110.2329450915142,84.52000000000002,78.12833333333333,164.43228454172367,1.3128571428571427,1.110232945091514,84.45609999999999,49,9.590214130417438,2.0,4.0,2.0
5.22,6429,1878,2495,8,78.5,62.16,58.3,64.29,93.9,83.16666666666667,22.22222222222222,70.3,37.48107,12.955555555555554,1328.5410010649628,45.195870000000006,65.36314814814816,292.1138590760616,0.6525,1.3285410010649628,27.248399999999997,64,8.768729817231666,1.0,2.0,2.0
6.04,9267,1914,2972,1,82.0,84.26,70.6,92.67,95.7,99.06666666666666,100.0,64.0,65.42501999999999,70.6,1552.7690700104495,59.3088,87.00611111111111,206.53933311751376,6.04,1.5527690700104493,36.4816,1,9.134322885552267,2.0,3.0,0.0
5.61,11205,1609,2074,6,77.7,65.6,64.15,100.0,80.45,69.13333333333334,44.44444444444444,71.74,64.15,28.511111111111113,1288.9993784959602,71.74,71.65296296296297,143.5966086568496,0.935,1.2889993784959601,31.472100000000005,36,9.32420462812523,1.0,4.0,1.0
6.42,8294,2407,2115,6,68.4,66.56,76.3,82.94,79.65,70.5,44.44444444444444,88.47999999999999,63.28321999999999,33.91111111111111,878.687162442875,73.38531199999998,73.71907407407407,290.2097902097902,1.07,0.8786871624428749,41.2164,36,9.023408202624545,2.0,3.0,1.0
4.93,15014,1693,2302,4,83.2,68.53,53.949999999999996,100.0,84.65,76.73333333333333,66.66666666666666,61.839999999999996,53.95,35.96666666666666,1359.716479621973,61.84,73.97333333333333,112.76142267217264,1.2325,1.3597164796219727,24.304899999999996,16,9.616804980417431,0.0,4.0,1.0
7.95,6866,2140,2735,1,61.5,87.77,99.25,68.66,93.0,91.16666666666666,100.0,99.1,68.14505,99.25,1278.03738317757,68.04205999999999,91.86277777777777,311.68074570346636,7.95,1.27803738317757,63.2025,1,8.834482608620677,3.0,2.0,0.0
6.67,8972,1971,1318,1,56.2,81.0,80.05,89.72,98.55,43.93333333333334,100.0,89.56,71.82086,80.05,668.6960933536276,80.35323199999999,83.63555555555556,219.68345965225146,6.67,0.6686960933536276,44.4889,1,9.101975347298058,2.0,3.0,0.0
4.79,5604,1579,2642,8,45.0,49.59,51.85,56.04,78.95,88.06666666666668,22.22222222222222,69.4,29.05674,11.522222222222222,1673.2108929702345,38.891760000000005,61.08814814814815,281.7630264097073,0.59875,1.6732108929702343,22.9441,64,8.63141433550626,0.0,2.0,2.0
5.48,6945,1756,2188,9,71.2,56.65,62.2,69.45,87.8,72.93333333333332,11.11111111111111,83.44,43.1979,6.9111111111111105,1246.0136674259682,57.94908,64.48907407407407,252.84377249820014,0.6088888888888889,1.246013667425968,30.030400000000004,81,8.845921233304018,1.0,2.0,2.0
7.47,8747,2553,1565,5,62.1,72.86,92.05,87.47,72.35,52.166666666666664,55.55555555555556,99.82,80.51613499999999,51.138888888888886,613.0043086564826,87.312554,76.56870370370369,291.87149879958844,1.494,0.6130043086564826,55.8009,25,9.076580381796658,3.0,3.0,1.0
8.26,10539,2081,949,10,76.8,63.95,96.10000000000001,100.0,95.95,31.633333333333336,0.0,73.36,96.1,0.0,456.03075444497836,73.36,66.1738888888889,197.4570642375937,0.826,0.45603075444497837,68.2276,100,9.262932822095353,3.0,4.0,2.0
10.0,8957,1596,2118,10,48.3,71.28,70.0,89.57000000000001,79.8,70.6,0.0,75.33999999999999,62.699000000000005,0.0,1327.0676691729323,67.48203799999999,64.21833333333333,178.1846600424249,1.0,1.3270676691729324,100.0,100,9.100302266767246,2.0,3.0,2.0
11.37,11777,2122,3069,7,64.2,86.05,49.45000000000001,100.0,93.9,100.0,33.33333333333333,96.03999999999999,49.45000000000001,16.483333333333334,1446.277097078228,96.04,78.78722222222223,180.181710112932,1.624285714285714,1.4462770970782282,129.27689999999998,49,9.373988663504516,2.0,4.0,2.0
7.62,7715,1942,3205,6,77.6,75.87,94.3,77.14999999999999,97.1,100.0,44.44444444444444,71.92000000000002,72.75245,41.911111111111104,1650.3604531410917,55.48628000000001,80.81907407407407,251.71743357096565,1.27,1.6503604531410916,58.0644,36,8.951051374025619,3.0,3.0,1.0
5.52,7003,3382,2413,10,59.6,49.29,62.8,70.03,30.900000000000006,80.43333333333334,0.0,95.68,43.97884,0.0,713.4831460674158,67.004704,56.64055555555556,482.9358846208768,0.5519999999999999,0.7134831460674157,30.470399999999994,100,8.854236693405742,1.0,2.0,2.0
3.8,16112,2114,3377,7,76.9,67.48,37.0,100.0,94.3,100.0,33.33333333333333,73.17999999999999,37.0,12.333333333333332,1597.4456007568592,73.17999999999999,72.96888888888888,131.20655412115195,0.5428571428571428,1.597445600756859,14.44,49,9.68738167857357,0.0,4.0,2.0
7.4,9183,1848,2174,10,65.3,66.64,91.0,91.83,92.4,72.46666666666667,0.0,94.06,83.56530000000001,0.0,1176.4069264069265,86.375298,73.62611111111111,201.24142437112056,0.74,1.1764069264069263,54.760000000000005,100,9.125218118559348,3.0,3.0,2.0
5.78,5842,2568,2772,10,71.6,54.76,66.7,58.42,71.6,92.4,0.0,82.72000000000001,38.96614,0.0,1079.4392523364486,48.32502400000001,61.973333333333336,439.5754878466279,0.5780000000000001,1.0794392523364487,33.4084,100,8.672999642554437,1.0,2.0,2.0
6.38,5917,1264,1929,2,79.1,68.62,75.7,59.17,63.2,64.3,88.88888888888889,69.22000000000001,44.791689999999996,67.28888888888889,1526.107594936709,40.95747400000001,70.07981481481482,213.62176778773028,3.19,1.5261075949367089,40.7044,4,8.685753832960154,2.0,2.0,0.0
6.08,5172,2038,1891,7,83.4,56.77,71.2,51.72,98.1,63.03333333333333,33.33333333333333,61.47999999999999,36.82464,23.73333333333333,927.8704612365065,31.797455999999993,63.144444444444424,394.0448569218871,0.8685714285714285,0.9278704612365064,36.9664,49,8.551208070003515,2.0,2.0,2.0
6.79,10810,2798,1793,8,73.1,59.69,81.85,100.0,60.1,59.766666666666666,22.22222222222222,80.02000000000001,81.85,18.188888888888886,640.8148677626876,80.02000000000001,67.32648148148148,258.83441258094354,0.84875,0.6408148677626876,46.1041,64,9.288319413292772,2.0,4.0,2.0
8.6,6907,1954,964,9,62.2,60.79,91.0,69.07,97.7,32.13333333333333,11.11111111111111,99.64,62.85369999999999,10.11111111111111,493.3469805527124,68.821348,66.77574074074073,282.90140437237585,0.9555555555555555,0.49334698055271237,73.96,81,8.84043543926657,3.0,2.0,2.0
7.24,8382,1307,2972,4,66.5,77.48,88.60000000000001,83.82,65.35,99.06666666666666,66.66666666666666,91.9,74.26452,59.06666666666666,2273.909716908952,77.03058,82.56722222222221,155.92937246480554,1.81,2.273909716908952,52.4176,16,9.033961124637857,3.0,3.0,1.0
6.76,7809,1842,1815,9,79.6,58.15,81.4,78.09,92.1,60.5,11.11111111111111,68.32000000000001,63.56526000000001,9.044444444444444,985.342019543974,53.35108800000001,65.25351851851852,235.88167499039568,0.7511111111111111,0.9853420195439739,45.697599999999994,81,8.963160242833732,2.0,3.0,2.0
5.45,10194,2582,1719,5,59.7,66.37,61.75,100.0,70.9,57.3,55.55555555555556,95.86,61.75,34.30555555555556,665.7629744384199,95.86,73.56092592592593,253.28624681185008,1.09,0.6657629744384198,29.7025,25,9.229652683008556,1.0,4.0,1.0
4.49,5460,2150,1492,4,69.9,63.97,47.35,54.6,92.5,49.733333333333334,66.66666666666666,85.77999999999999,25.853099999999998,31.566666666666666,693.953488372093,46.835879999999996,66.105,393.7728937728938,1.1225,0.693953488372093,20.160100000000003,16,8.605387202152153,0.0,2.0,1.0
6.27,4773,1664,2077,2,67.4,65.92,74.05,47.73,83.2,69.23333333333333,88.88888888888889,90.27999999999999,35.34406499999999,65.82222222222222,1248.1971153846155,43.09064399999999,75.56370370370371,348.6276974649068,3.135,1.2481971153846154,39.31289999999999,4,8.470939806898775,2.0,1.0,0.0
6.92,8673,1726,3258,4,70.8,79.95,83.8,86.72999999999999,86.3,100.0,66.66666666666666,84.16000000000001,72.67974,55.86666666666666,1887.601390498262,72.991968,84.60944444444445,199.00841692609248,1.73,1.8876013904982618,47.8864,16,9.068085324395312,2.0,3.0,1.0
9.65,9803,1776,3456,10,59.9,85.56,75.25,98.03,88.8,100.0,0.0,96.22,73.767575,0.0,1945.9459459459458,94.32446599999999,76.38333333333333,181.16902988880955,0.9650000000000001,1.945945945945946,93.1225,100,9.190545744648004,2.0,3.0,2.0
7.2,8998,2144,1203,8,49.8,66.25,88.0,89.98,92.8,40.1,22.22222222222222,78.03999999999999,79.1824,19.555555555555554,561.1007462686567,70.22039199999999,68.5237037037037,238.27517226050236,0.9,0.5611007462686567,51.84,64,9.104868739033948,3.0,3.0,2.0
8.47,5572,2535,1987,8,78.2,63.05,92.94999999999999,55.720000000000006,73.25,66.23333333333333,22.22222222222222,70.83999999999999,51.79174,20.65555555555555,783.8264299802761,39.472048,63.535925925925916,454.95333811916726,1.05875,0.7838264299802762,71.74090000000001,64,8.625688787569537,3.0,2.0,2.0
6.25,10032,2421,1579,9,83.6,60.4,73.75,100.0,78.95,52.63333333333333,11.11111111111111,61.12000000000001,73.75,8.194444444444445,652.2098306484924,61.12000000000001,62.9274074074074,241.32775119617224,0.6944444444444444,0.6522098306484924,39.0625,81,9.213634938925614,2.0,4.0,2.0
5.22,5768,2182,2793,3,50.5,70.4,58.3,57.68,90.9,93.10000000000001,77.77777777777779,79.3,33.62744,45.34444444444444,1280.018331805683,45.74023999999999,76.1762962962963,378.29403606102636,1.74,1.2800183318056828,27.248399999999997,9,8.660254034256889,1.0,2.0,0.0
5.55,6435,1467,2372,7,76.4,64.47,63.25,64.35,73.35,79.06666666666666,33.33333333333333,74.07999999999998,40.701375,21.08333333333333,1616.9052488070893,47.67047999999999,64.57166666666666,227.97202797202797,0.7928571428571428,1.6169052488070892,30.8025,49,8.769662508112274,1.0,2.0,2.0
5.91,5168,1469,1818,4,85.0,58.53,68.65,51.68000000000001,73.45,60.6,66.66666666666666,58.6,35.47832000000001,45.76666666666666,1237.576582709326,30.284480000000002,63.27444444444445,284.2492260061919,1.4775,1.2375765827093261,34.9281,16,8.550434525196039,1.0,2.0,1.0
10.19,11903,2213,2244,9,79.2,74.22,67.15,100.0,89.35,74.8,11.11111111111111,69.03999999999999,67.15,7.461111111111112,1014.0081337550836,69.03999999999999,68.57518518518519,185.91951608838107,1.1322222222222222,1.0140081337550837,103.83609999999999,81,9.384629757072872,2.0,4.0,2.0
5.77,9900,1462,1914,5,67.0,66.04,66.55,99.0,73.1,63.800000000000004,55.55555555555556,91.0,65.8845,36.97222222222222,1309.1655266757866,90.09,74.83425925925926,147.67676767676767,1.154,1.3091655266757867,33.292899999999996,25,9.200391041122515,1.0,3.0,1.0
8.26,9815,1910,3169,9,60.7,79.89,96.10000000000001,98.15,95.5,100.0,11.11111111111111,97.66000000000001,94.32215000000002,10.677777777777779,1659.1623036649216,95.85329000000002,83.08685185185185,194.6001018848701,0.9177777777777778,1.6591623036649215,68.2276,81,9.191768986390747,3.0,3.0,2.0
5.65,11742,2122,2528,8,73.0,65.02,64.75,100.0,93.9,84.26666666666667,22.22222222222222,80.2,64.75,14.38888888888889,1191.3289349670124,80.2,74.22314814814814,180.71878725941065,0.70625,1.1913289349670122,31.922500000000003,64,9.37101259736508,1.0,4.0,2.0
8.4,16438,1545,2602,8,75.0,75.5,94.0,100.0,77.25,86.73333333333333,22.22222222222222,76.6,94.0,20.888888888888886,1684.1423948220065,76.6,76.13425925925925,93.98953643995621,1.05,1.6841423948220064,70.56,64,9.707411839509511,3.0,4.0,2.0
7.58,2872,1590,600,10,73.1,43.51,93.7,28.720000000000002,79.5,20.0,0.0,80.02000000000001,26.910640000000004,0.0,377.35849056603774,22.981744000000003,50.323333333333345,553.6211699164346,0.758,0.37735849056603776,57.4564,100,7.96311205897929,3.0,1.0,2.0
